year	title
1939	The Roaring Twenties
1939	Rulers of the Sea
1939	The Saint in London
1939	The Saint Strikes Back
1939	Saved by the Belle
1939	Second Fiddle
1939	The Secret of Dr. Kildare
1939	Secret Service of the Air
1939	Sergeant Madden
1939	Society Lawyer
1939	The Son of Frankenstein
1939	Stagecoach
1939	Stanley and Livingstone
1939	The Story of Vernon and Irene Castle
1939	Stronger Than Desire
1939	Susannah of the Mounties
1939	Sweepstakes Winner
1939	Tarzan Finds a Son!
1939	Tell No Tales
1939	These Glamour Girls
1939	They All Came Out
1939	They Made Me a Criminal
1939	They Shall Have Music
1939	Three Little Sew and Sews
1939	The Three Musketeers
1939	Three Sappy People
1939	Three Smart Girls Grow Up
1939	Three Texas Steers
1939	Thunder Afloat
1939	Torchy Blane in Chinatown
1939	Torchy Runs for Mayor
1939	Tower of London
1939	Union Pacific
1939	Waterfront
1939	Way Down South
1939	We Want Our Mummy
1939	Wings of the Navy
1939	Within the Law
1939	The Wizard of Oz
1939	The Women
1939	Women in the Wind
1939	Wuthering Heights
1939	Wyoming Outlaw
1939	Yes, My Darling Daughter
1939	Yes, We Have No Bonanza
1939	You Can't Cheat an Honest Man
1939	You Can't Get Away with Murder
1939	Young Mr. Lincoln
1939	Zenobia
1940	20 Mule Team
1940	100 Pygmies and Andy Panda
1940	Abe Lincoln in Illinois
1940	Adventure in Diamonds
1940	Adventures of Red Ryder
1940	Alias the Deacon
1940	All This, and Heaven Too
1940	Always a Bride
1940	Am I Guilty?
1940	Americaner Shadchen
1940	And One Was Beautiful
1940	Andy Hardy Meets Debutante
1940	An Angel from Texas
1940	Angels Over Broadway
1940	Anne of Windy Poplars
1940	Argentine Nights
1940	Arise, My Love
1940	Arizona
1940	Arizona Frontier
1940	Arizona Gang Busters
1940	Babies for Sale
1940	Bad Man from Red Butte
1940	The Bank Dick
1940	Barnyard Follies
1940	Before I Hang
1940	Behind the News
1940	Beyond the Sacramento
1940	Beyond Tomorrow
1940	A Bill of Divorcement
1940	Billy the Kid in Texas
1940	Billy the Kid Outlawed
1940	Billy the Kid's Gun Justice
1940	The Biscuit Eater
1940	Bitter Sweet
1940	Black Diamonds
1940	Black Friday
1940	Blazing Six Shooters
1940	Blondie Has Servant Trouble
1940	Blondie on a Budget
1940	Blondie Plays Cupid
1940	The Blue Bird
1940	Boom Town
1940	The Border Legion
1940	Boss of Bullion City
1940	Bowery Boy
1940	Boys of the City
1940	The Boys from Syracuse
1940	Brigham Young
1940	British Intelligence
1940	Broadway Melody of 1940
1940	Broken Strings
1940	Brother Orchid
1940	Brother Rat and a Baby
1940	Buck Benny Rides Again
1940	Bullet Code
1940	Bullets for Rustlers
1940	Buzzy Rides the Range
1940	Cafe Hostess
1940	Calling All Husbands
1940	Calling Philo Vance
1940	Captain Caution
1940	Carolina Moon
1940	Castle on the Hudson
1940	Chad Hanna
1940	Charlie Chan at the Wax Museum
1940	Charlie Chan in Panama
1940	Charlie Chan's Murder Cruise
1940	Charter Pilot
1940	Chasing Trouble
1940	Cherokee Strip
1940	Christmas in July
1940	A Chump at Oxford
1940	City for Conquest
1940	City of Chance
1940	City of Lost Men
1940	Colorado
1940	Comes Midnight
1940	Comin' Round the Mountain
1940	Comrade X
1940	Congo Maisie
1940	Convicted Woman
1940	Covered Wagon Days
1940	Covered Wagon Trails
1940	Cross-Country Romance
1940	Curtain Call
1940	Dance, Girl, Dance
1940	Dancing on a Dime
1940	Danger Ahead
1940	Danger on Wheels
1940	Dark Command
1940	Dark Streets of Cairo
1940	Deadwood Dick
1940	Diamond Frontier
1940	A Dispatch from Reuter's
1940	Doomed to Die
1940	Down Argentine Way
1940	Dr. Cyclops
1940	Dr. Ehrlich's Magic Bullet
1940	East Side Kids
1940	Edison, the Man
1940	Elmer's Candid Camera
1940	Escape
1940	Eyes of the Navy
1940	Fantasia
1940	The Fatal Hour
1940	The Fight for Life
1940	The Fighting 69th
1940	Flight Command
1940	Flowing Gold
1940	Foreign Correspondent
1940	Four Sons
1940	From Nurse to Worse
1940	A Fugitive from Justice
1940	The Ghost Breakers
1940	Give Us Wings
1940	Glamour for Sale
1940	Go West
1940	The Grapes of Wrath
1940	The Great Dictator
1940	The Great McGinty
1940	Green Hell
1940	The Green Hornet
1940	He Married His Wife
1940	Hired!
1940	His Girl Friday
1940	Hit Parade of 1941
1940	The House Across the Bay
1940	The House of the Seven Gables
1940	How High Is Up?
1940	The Howards of Virginia
1940	Hullabaloo
1940	I Love You Again
1940	I Take This Woman
1940	The Invisible Man Returns
1940	The Invisible Woman
1940	Irene
1940	Island of Doomed Men
1940	It All Came True
1940	Junior G-Men
1940	King of the Royal Mounted
1940	Kitty Foyle
1940	Knock Knock
1940	Knute Rockne, All American
1940	Lady with Red Hair
1940	The Letter
1940	The Light That Failed
1940	Lillian Russell
1940	A Little Bit of Heaven
1940	Little Nellie Kelly
1940	The Long Voyage Home
1940	The Man from Dakota
1940	The Marines Fly High
1940	The Mark of Zorro
1940	Melody Ranch
1940	Mexican Spitfire
1940	The Milky Way
1940	The Mortal Storm
1940	Mr. Duck Steps Out
1940	The Mummy's Hand
1940	Music in My Heart
1940	My Favorite Wife
1940	My Little Chickadee
1940	My Son, My Son!
1940	Mysterious Doctor Satan
1940	New Moon
1940	A Night at Earl Carroll's
1940	No Census, No Feeling
1940	North West Mounted Police
1940	Northwest Passage
1940	Nutty But Nice
1940	Of Fox and Hounds
1940	One Million B.C.
1940	One Night in the Tropics
1940	Our Town
1940	Patient Porky
1940	The Philadelphia Story
1940	Pinocchio
1940	Pride and Prejudice
1940	Pride of the Bowery
1940	Primrose Path
1940	Private Affairs
1940	Puss Gets the Boot
1940	Queen of the Yukon
1940	Quicker'n a Wink
1940	Rebecca
1940	Remember the Night
1940	The Return of Frank James
1940	Rhythm on the River
1940	Road to Singapore
1940	Rockin' Thru the Rockies
1940	Sailor's Lady
1940	The Saint Takes Over
1940	The Saint's Double Trouble
1940	Santa Fe Trail
1940	Saps at Sea
1940	The Sea Hawk
1940	Second Chorus
1940	Service with the Colors
1940	Seven Sinners
1940	She Done Him Right
1940	The Shop Around the Corner
1940	Siege
1940	Son of Ingagi
1940	The Son of Monte Cristo
1940	South of Suez
1940	Spring Parade
1940	Strange Cargo
1940	Stranger on the Third Floor
1940	Strike Up the Band
1940	Susan and God
1940	Swiss Family Robinson
1940	Tacoma Narrows Bridge Collapse (Galloping Gertie)
1940	'Taint Legal
1940	Teddy the Rough Rider
1940	Terry and the Pirates
1940	That Gang of Mine
1940	They Drive by Night
1940	They Knew What They Wanted
1940	'Til We Meet Again
1940	Tin Pan Alley
1940	Too Many Husbands
1940	Torrid Zone
1940	Tugboat Annie Sails Again
1940	Typhoon
1940	Vigil in the Night
1940	Virginia City
1940	Waterloo Bridge
1940	The Way of All Flesh
1940	The Westerner
1940	A Wild Hare
1940	Winners of the West
1940	Women in War
1940	Wyoming
1940	You Ought to Be in Pictures
1940	You'll Find Out
1940	Young People
1940	Young Tom Edison
1940	You're Not So Tough
1941	An Ache in Every Stake
1941	Adam Had Four Sons
1941	Adventures of Captain Marvel
1941	All the World's a Stooge
1941	All This and Rabbit Stew
1941	All Through the Night
1941	Among the Living
1941	Andy Hardy's Private Secretary
1941	The Art of Self Defense
1941	Aviation Vacation
1941	Babes on Broadway
1941	Back Street
1941	The Bad Man
1941	Bad Men of Missouri
1941	Ball of Fire
1941	Barnacle Bill
1941	The Big Store
1941	Billy the Kid
1941	Birth of the Blues
1941	The Black Cat
1941	Blood and Sand
1941	The Blood of Jesus
1941	Blossoms in the Dust
1941	Blues in the Night
1941	Bowery Blitzkrieg
1941	The Bride Came C.O.D.
1941	Broadway Limited
1941	Buck Privates
1941	Burma Convoy
1941	Caught in the Draft
1941	Charlie Chan in Rio
1941	Cheers for Miss Bishop
1941	The Chocolate Soldier
1941	Citizen Kane
1941	The Corsican Brothers
1941	Dangerously They Live
1941	The Devil and Daniel Webster
1941	The Devil and Miss Jones
1941	Dick Tracy vs Crime Inc
1941	Dr. Jekyll and Mr. Hyde
1941	Dressed to Kill
1941	Dumbo
1941	Dutiful But Dumb
1941	Elmer's Pet Rabbit
1941	The Face Behind the Mask
1941	The Flame of New Orleans
1941	Flying Wild
1941	Forced Landing
1941	The Gang's All Here
1941	Great Guns
1941	The Great Lie
1941	The Green Hornet Strikes Again
1941	H. M. Pulham, Esq.
1941	The Heckling Hare
1941	Hellzapoppin'
1941	Here Comes Mr. Jordan
1941	Hiawatha's Rabbit Hunt
1941	High Sierra
1941	Hit the Road
1941	Hold Back the Dawn
1941	Hold That Ghost
1941	Honky Tonk
1941	How Green Was My Valley
1941	I Wake Up Screaming
1941	I Wanted Wings
1941	I'll Never Heil Again
1941	In the Navy
1941	In the Sweet Pie and Pie
1941	Invisible Ghost
1941	It Started with Eve
1941	Jungle Girl
1941	Keep 'Em Flying
1941	King of the Zombies
1941	Ladies in Retirement
1941	Lady Be Good
1941	The Lady Eve
1941	Law of the Tropics
1941	Life Begins for Andy Hardy
1941	The Little Foxes
1941	The Little Whirlwind
1941	The Lone Wolf Keeps a Date
1941	Look Who's Laughing
1941	Louisiana Purchase
1941	The Maltese Falcon
1941	Man Hunt
1941	Man Made Monster
1941	Manpower
1941	The Medico of Painted Springs
1941	Meet John Doe
1941	The Midnight Snack
1941	Mister Bug Goes to Town
1941	Mob Town
1941	The Monster and the Girl
1941	Moods of the Sea
1941	Moon Over Miami
1941	Mr. & Mrs. Smith
1941	Mr. Bug Goes to Town
1941	Never Give a Sucker an Even Break
1941	New York Town
1941	Nice Girl?
1941	The Nifty Nineties
1941	The Night Before Christmas
1941	One Foot in Heaven
1941	One Night in Lisbon
1941	Pantry Panic
1941	Parachute Battalion
1941	Penny Serenade
1941	A Place to Live
1941	Rage in Heaven
1941	Red River Valley
1941	The Reluctant Dragon
1941	Remember the Day
1941	Riders of Death Valley
1941	Ring of Steel
1941	Road to Zanzibar
1941	The Saint in Palm Springs
1941	The Saint's Vacation
1941	Scrub Me Mama with a Boogie Beat
1941	Sea Raiders
1941	The Sea Wolf
1941	Sergeant York
1941	Shadow of the Thin Man
1941	The Shanghai Gesture
1941	The Shepherd of the Hills
1941	Shining Victory
1941	Six Gun Gold
1941	Sky Raiders
1941	Skylark
1941	Smilin' Through
1941	So Long Mr. Chumps
1941	Some More of Samoa
1941	Spooks Run Wild
1941	St. Louis Blues
1941	Strange Alibi
1941	The Strawberry Blonde
1941	Sullivan's Travels
1941	Sun Valley Serenade
1941	Sunny
1941	Suspicion
1941	Swamp Water
1941	Tarzan's Secret Treasure
1941	That Night in Rio
1941	They Died with Their Boots On
1941	They Met in Bombay
1941	Timber
1941	Time Out for Rhythm
1941	Tobacco Road
1941	Tortoise Beats Hare
1941	Two-Faced Woman
1941	Unexpected Uncle
1941	Unholy Partners
1941	A Very Young Lady
1941	Wabbit Twouble
1941	Western Union
1941	The Wolf Man
1941	A Woman's Face
1941	A Yank in the RAF
1941	You Belong to Me
1941	You'll Never Get Rich
1941	Ziegfeld Girl
1942	A-Haunting We Will Go
1942	Across the Pacific
1942	Alias Boston Blackie
1942	American Empire
1942	Andy Hardy's Double Life
1942	Any Bonds Today?
1942	Arabian Nights
1942	Are Husbands Necessary?
1942	The Arm Behind the Army
1942	Bambi
1942	The Battle of Midway
1942	The Big Shot
1942	The Big Street
1942	Black Dragons
1942	The Black Swan
1942	The Boogie Man Will Get You
1942	Bowery at Midnight
1942	The Bowling Alley Cat
1942	Broadway
1942	The Bugle Sounds
1942	Bugs Bunny Gets the Boid
1942	Bullet Scars
1942	Campus on the March
1942	Captains of the Clouds
1942	Casablanca
1942	Cat People
1942	Commandos Strike at Dawn
1942	The Corpse Vanishes
1942	The Courtship of Andy Hardy
1942	Desperate Journey
1942	Dog Trouble
1942	Don Winslow of the Navy
1942	Donald Gets Drafted
1942	The Dover Boys
1942	The Draft Horse
1942	Eagle Squadron
1942	Eyes in the Night
1942	Fine Feathered Friend
1942	The Fleet's In
1942	Flight Lieutenant
1942	Fly-by-Night
1942	Flying Tigers
1942	Foreign Agent
1942	For Me and My Gal
1942	Fraidy Cat
1942	Fresh Hare
1942	Friendly Enemies
1942	Gallant Lady
1942	Gang Busters
1942	The Gay Sisters
1942	Gentleman Jim
1942	George Washington Slept Here
1942	The Ghost of Frankenstein
1942	The Glass Key
1942	The Great Man's Lady
1942	The Great Impersonation
1942	Hemp for Victory
1942	Henry Browne, Farmer
1942	Hold the Lion, Please
1942	Holiday Inn
1942	How to Play Baseball
1942	How to Swim
1942	I Married a Witch
1942	I Married an Angel
1942	In Old California
1942	In This Our Life
1942	Invisible Agent
1942	It's All True
1942	It's Everybody's War
1942	Jackass Mail
1942	Jam Session
1942	Japanese Relocation
1942	Joan of Ozark
1942	Johnny Eager
1942	Jungle Book
1942	Junior G-Men
1942	Junior G-Men of the Air
1942	Kid Glove Killer
1942	King of the Mounties
1942	Kings Row
1942	Larceny, Inc.
1942	The Loves of Edgar Allan Poe
1942	The Mad Monster
1942	Madame Spy
1942	The Magnificent Ambersons
1942	The Magnificent Dope
1942	The Major and the Minor
1942	The Male Animal
1942	The Man Who Came to Dinner
1942	Manpower
1942	Miss Annie Rooney
1942	Moontide
1942	Mrs. Miniver
1942	The Mummy's Tomb
1942	My Favorite Blonde
1942	My Favorite Duck
1942	My Gal Sal
1942	My Sister Eileen
1942	'Neath Brooklyn Bridge
1942	The News Parade of the Year 1942
1942	Night Monster
1942	Night Plane from Chungking
1942	Now, Voyager
1942	Orchestra Wives
1942	Overland Mail
1942	The Palm Beach Story
1942	Panama Hattie
1942	Pardon My Sarong
1942	Perils of Nyoka
1942	Phantom Killer
1942	The Pied Piper
1942	Pittsburgh
1942	The Pride of the Yankees
1942	Puss 'n' Toots
1942	Random Harvest
1942	Reap the Wild Wind
1942	Reunion in France
1942	Ride 'Em Cowboy
1942	Rings on Her Fingers
1942	Rio Rita
1942	Road to Morocco
1942	Roxie Hart
1942	Saboteur
1942	Safeguarding Military Information
1942	Sherlock Holmes and the Voice of Terror
1942	Ship Ahoy
1942	Sin Town
1942	Somewhere I'll Find You
1942	Son of Fury: The Story of Benjamin Blake
1942	Song of the Islands
1942	Sons of the Pioneers
1942	The Spoilers
1942	Springtime in the Rockies
1942	Spy Smasher
1942	The Squawkin' Hawk
1942	Street of Chance
1942	Sweater Girl
1942	Take a Letter, Darling
1942	A Tale of Two Kitties
1942	Tales of Manhattan
1942	The Talk of the Town
1942	Tarzan's New York Adventure
1942	Tennessee Johnson
1942	There's One Born Every Minute
1942	This Above All
1942	This Gun for Hire
1942	To Be or Not to Be
1942	To the Shores of Tripoli
1942	Tombstone, the Town Too Tough to Die
1942	Tortilla Flat
1942	Treat 'Em Rough
1942	Two Yanks in Trinidad
1942	Tulips Shall Grow
1942	The Undying Monster
1942	The Wabbit Who Came to Supper
1942	Wake Island
1942	We Are the Marines
1942	White Cargo
1942	Who Done It?
1942	Winning Your Wings
1942	Wild Bill Hickok Rides
1942	Woman of the Year
1942	Wood for War
1942	The World at War
1942	Yankee Doodle Dandy
1942	You Were Never Lovelier
1942	X Marks the Spot
1943	Above Suspicion
1943	Action in the North Atlantic
1943	The Adventures of Smilin' Jack
1943	Adventures of the Flying Cadets
1943	Air Force
1943	Air Raid Wardens
1943	The Ape Man
1943	Appointment in Berlin
1943	Autobiography of a 'Jeep'
1943	Baby Puss (Tom and Jerry)
1943	Back from the Front
1943	Background to Danger
1943	Bar 20
1943	Bataan
1943	Batman
1943	Best Foot Forward
1943	Black Marketing
1943	Bombardier
1943	Border Patrol
1943	Brazil at War
1943	Cabin in the Sky
1943	Calling Dr. Death
1943	Captive Wild Woman
1943	A Challenge to Democracy
1943	The Chance of a Lifetime
1943	Clancy Street Boys
1943	Combat America
1943	Coney Island
1943	The Constant Nymph
1943	Corvette K-225
1943	Crash Dive
1943	Crazy House
1943	Crime Doctor
1943	Cry 'Havoc'
1943	Daffy - The Commando
1943	The Dancing Masters
1943	Daredevils of the West
1943	Dead Men Walk
1943	December 7th
1943	Destination Tokyo
1943	Destroyer
1943	Dixie
1943	Dizzy Detectives
1943	Dizzy Pilots
1943	Don Winslow of the Coast Guard
1943	Doughboys in Ireland
1943	DuBarry Was a Lady
1943	Edge of Darkness
1943	Education for Death
1943	The Falcon in Danger
1943	The Falcon Strikes Back
1943	The Fallen Sparrow
1943	Falling Hare
1943	Family Troubles
1943	Fired Wife
1943	Five Graves to Cairo
1943	Flesh and Fantasy
1943	Food for Fighters
1943	For Whom the Bell Tolls
1943	Forever and a Day
1943	Frankenstein Meets the Wolf Man
1943	Der Fuehrer's Face
1943	The Gang's All Here
1943	A Gem of a Jam
1943	The Ghost Ship
1943	Girl Crazy
1943	Guadalcanal Diary
1943	A Guy Named Joe
1943	Hangmen Also Die!
1943	Happy Land
1943	The Hard Way
1943	Heaven Can Wait
1943	Hello, Frisco, Hello
1943	Hi Diddle Diddle
1943	Higher Than a Kite
1943	Hit Parade of 1943
1943	Hit the Ice
1943	Hitler's Children
1943	Holy Matrimony
1943	Honeymoon Lodge
1943	The Human Comedy
1943	I Can Hardly Wait
1943	I Dood It
1943	I Walked with a Zombie
1943	In Old Oklahoma
1943	It Ain't Hay
1943	It Comes Up Love
1943	An Itch in Time
1943	Jack London
1943	Jane Eyre
1943	Jitterbugs
1943	Johnny Come Lately
1943	Journey into Fear
1943	The Kansan
1943	Keeper of the Flame
1943	Lassie Come Home
1943	The Leopard Man
1943	The Mad Ghoul
1943	Madame Curie
1943	The Masked Marvel
1943	Meshes of the Afternoon
1943	Mission Accomplished
1943	Mission to Moscow
1943	Mister Big
1943	Moonlight in Vermont
1943	The More the Merrier
1943	Mr. Lucky
1943	My Friend Flicka
1943	Negro Colleges in War Time
1943	The New Spirit
1943	No Place for a Lady
1943	No Time for Love
1943	The North Star
1943	Northern Pursuit
1943	Old Acquaintance
1943	Our Enemy- The Japanese
1943	The Outlaw
1943	The Ox-Bow Incident
1943	Paris After Dark
1943	Phantom of the Opera
1943	The Phantom
1943	Phony Express
1943	Pigs in a Polka
1943	Pilot No. 5
1943	Pistol Packin' Mama
1943	Porky Pig's Feat
1943	Prelude to War
1943	Presenting Lily Mars
1943	Princess O'Rourke
1943	Red Hot Riding Hood
1943	Report from the Aleutians
1943	Reveille with Beverly
1943	Riding High
1943	Sahara
1943	The Saint Meets the Tiger
1943	Salute to the Marines
1943	Scrap Happy Daffy
1943	Secret Service in Darkest Africa
1943	The Seventh Victim
1943	Shadow of a Doubt
1943	Sherlock Holmes Faces Death
1943	Sherlock Holmes and the Secret Weapon
1943	Sherlock Holmes in Washington
1943	Show Business at War
1943	The Sky's the Limit
1943	So Proudly We Hail!
1943	Son of Dracula
1943	The Song of Bernadette
1943	Spook Louder
1943	Stage Door Canteen
1943	Star Spangled Rhythm
1943	Stormy Weather
1943	A Stranger in Town
1943	Sufferin' Cats!
1943	Suggestion Box
1943	Super-Rabbit
1943	Tarzan's Desert Mystery
1943	Tender Comrade
1943	Thank Your Lucky Stars
1943	The Lonesome Mouse
1943	They Came to Blow Up America
1943	They Stooge to Conga
1943	This Is the Army
1943	This Land Is Mine
1943	Thousands Cheer
1943	Three Little Twirps
1943	Thumbs Up
1943	Tiger Fangs
1943	To the People of the United States
1943	Top Man
1943	Tornado
1943	Troop Train
1943	Victory Through Air Power
1943	Wackiki Wabbit
1943	War of the Wildcats
1943	Wartime Nutrition
1943	Watch on the Rhine
1943	We've Never Been Licked
1943	Who Killed Who?
1943	Willoughby's Magic Hat
1943	Women in Bondage
1943	Yankee Doodle Daffy
1943	The Yankee Doodle Mouse
1943	You, John Jones!
1943	Young and Willing
1944	3 Men in White
1944	The 957th Day
1944	A Fig Leaf for Eve
